ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-15T06:03:40Z,2,0
ProductId_10,airtime,ChannelId_3,5000.0,5000,2018-11-15T06:04:47Z,2,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15T06:04:58Z,2,0
ProductId_11,data_bundles,ChannelId_3,2000.0,2000,2018-11-15T06:05:11Z,4,0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15T06:05:33Z,2,0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-15T06:08:57Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15T06:10:19Z,2,0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15T06:10:33Z,2,0
ProductId_6,financial_services,ChannelId_2,-496.0,496,2018-11-15T06:11:04Z,2,0
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2018-11-15T06:13:54Z,2,0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:14:20Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T06:14:32Z,2,0
ProductId_10,airtime,ChannelId_3,1261.0,1261,2018-11-15T06:16:39Z,2,0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-15T06:17:42Z,2,0
ProductId_5,transport,ChannelId_3,41000.0,41000,2018-11-15T06:18:24Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15T06:20:45Z,1,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15T06:22:49Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:27:21Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T06:27:51Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:28:58Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T06:29:10Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:30:33Z,2,0
ProductId_3,airtime,ChannelId_3,3000.0,3000,2018-11-15T06:31:35Z,2,0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2018-11-15T06:32:04Z,2,0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-15T06:39:10Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:39:41Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T06:40:11Z,2,0
ProductId_4,airtime,ChannelId_3,3500.0,3500,2018-11-15T06:41:10Z,2,0
ProductId_6,financial_services,ChannelId_2,-175.0,175,2018-11-15T06:41:27Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:45:38Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:48:29Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T06:48:44Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:53:23Z,1,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:53:44Z,1,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T06:55:55Z,2,0
ProductId_15,financial_services,ChannelId_3,10500.0,10500,2018-11-15T06:58:13Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:58:20Z,1,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15T06:58:25Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:58:38Z,1,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:58:59Z,1,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15T06:59:00Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:59:11Z,1,0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-15T06:59:13Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:59:25Z,1,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T06:59:36Z,1,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-15T07:00:04Z,1,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:01:44Z,2,0
ProductId_10,airtime,ChannelId_2,-1000.0,1000,2018-11-15T07:01:52Z,4,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T07:01:56Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-15T07:02:45Z,2,0
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15T07:02:47Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:27Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:27Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:27Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:27Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:03:27Z,2,0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-15T07:03:50Z,2,0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-15T07:04:02Z,2,0
ProductId_15,financial_services,ChannelId_3,17000.0,17000,2018-11-15T07:05:16Z,2,0
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15T07:09:27Z,2,0
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-15T07:10:18Z,2,0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-15T07:10:43Z,2,0
ProductId_15,financial_services,ChannelId_3,15000.0,15000,2018-11-15T07:10:59Z,2,0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2018-11-15T07:12:53Z,2,0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2018-11-15T07:13:06Z,2,0
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-15T07:13:47Z,2,0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-15T07:13:58Z,2,0
ProductId_3,airtime,ChannelId_2,-2000.0,2000,2018-11-15T07:17:05Z,4,0
ProductId_1,airtime,ChannelId_3,1500.0,1500,2018-11-15T07:27:48Z,2,0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-15T07:28:03Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-15T07:33:01Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:42:49Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T07:43:24Z,2,0
ProductId_20,ticket,ChannelId_3,35000.0,35000,2018-11-15T07:45:05Z,4,0
ProductId_15,financial_services,ChannelId_3,50000.0,50000,2018-11-15T07:49:22Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T07:57:47Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T07:58:00Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:01:03Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T08:01:39Z,2,0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,2018-11-15T08:04:51Z,0,1
ProductId_3,airtime,ChannelId_3,3000.0,3000,2018-11-15T08:07:21Z,2,0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2018-11-15T08:07:52Z,2,0
ProductId_4,airtime,ChannelId_3,500.0,500,2018-11-15T08:11:57Z,4,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15T08:13:48Z,4,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:14:16Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T08:14:30Z,2,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15T08:14:34Z,2,0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-15T08:15:25Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:15:38Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T08:15:47Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:16:24Z,2,0
ProductId_9,financial_services,ChannelId_1,500.0,500,2018-11-15T08:19:15Z,0,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:20:06Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:20:06Z,2,0
ProductId_9,financial_services,ChannelId_1,725000.0,725000,2018-11-15T08:20:09Z,2,1
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T08:20:37Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T08:20:58Z,2,0
ProductId_15,financial_services,ChannelId_3,1200.0,1200,2018-11-15T08:22:24Z,2,0
ProductId_3,airtime,ChannelId_3,1235.0,1235,2018-11-15T08:23:17Z,2,0
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-15T08:23:46Z,2,0
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-15T08:23:59Z,2,0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-15T08:24:25Z,2,0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2018-11-15T08:24:30Z,2,0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,2018-11-15T08:31:57Z,0,1
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-15T08:32:30Z,4,0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-15T08:33:11Z,2,0
ProductId_15,financial_services,ChannelId_3,200000.0,200000,2018-11-15T08:33:20Z,0,0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2018-11-15T08:40:27Z,2,0
ProductId_21,utility_bill,ChannelId_3,500.0,1115,2018-11-15T08:42:56Z,2,0
ProductId_1,airtime,ChannelId_3,800.0,800,2018-11-15T08:45:01Z,2,0
ProductId_24,movies,ChannelId_3,10000.0,10000,2018-11-15T08:45:03Z,2,0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-15T08:45:16Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:46:11Z,2,0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-15T08:46:54Z,4,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-15T08:47:24Z,2,0
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-15T08:51:13Z,4,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-15T08:53:16Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T08:55:50Z,2,0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-15T08:55:50Z,2,0
ProductId_24,movies,ChannelId_3,5000.0,7000,2018-11-15T08:55:59Z,2,0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2018-11-15T08:56:05Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T08:56:21Z,2,0
ProductId_6,financial_services,ChannelId_2,-55.0,55,2018-11-15T08:56:38Z,2,0
ProductId_3,airtime,ChannelId_3,7000.0,7000,2018-11-15T08:58:52Z,2,0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-15T08:58:56Z,2,0
ProductId_6,financial_services,ChannelId_2,-350.0,350,2018-11-15T08:59:24Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15T09:03:58Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T09:07:09Z,2,0
ProductId_11,data_bundles,ChannelId_3,30000.0,30000,2018-11-15T09:07:29Z,4,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T09:07:41Z,2,0
ProductId_6,financial_services,ChannelId_2,-600.0,600,2018-11-15T09:08:09Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-15T09:10:09Z,2,0
ProductId_15,financial_services,ChannelId_3,1500.0,1500,2018-11-15T09:10:12Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T09:10:49Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T09:11:21Z,2,0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-15T09:12:05Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-15T09:12:47Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T09:13:18Z,2,0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2018-11-15T09:18:01Z,2,0
ProductId_4,airtime,ChannelId_3,1000.0,1000,2018-11-15T09:18:02Z,2,0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2018-11-15T09:19:20Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-15T09:19:55Z,2,0
ProductId_3,airtime,ChannelId_3,900.0,900,2018-11-15T09:21:03Z,4,0
ProductId_6,financial_services,ChannelId_2,-45.0,45,2018-11-15T09:21:44Z,2,0
ProductId_15,financial_services,ChannelId_3,20000.0,20000,2018-11-15T09:24:03Z,2,0
ProductId_15,financial_services,ChannelId_3,2500.0,2500,2018-11-15T09:24:36Z,2,0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-15T09:27:56Z,2,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-15T09:28:28Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:35:22Z,2,0
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-16T11:37:38Z,2,0
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-16T11:37:54Z,2,0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-16T11:42:27Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:44:56Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T11:45:31Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T11:45:33Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:45:37Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:46:00Z,4,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:46:52Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T11:47:22Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:47:26Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16T11:47:35Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16T11:47:45Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T11:48:57Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:49:01Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T11:49:15Z,2,0
ProductId_3,airtime,ChannelId_3,5000.0,5000,2018-11-16T11:49:37Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16T11:51:42Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T11:52:52Z,2,0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-16T11:53:00Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T11:55:13Z,2,0
ProductId_1,airtime,ChannelId_3,1200.0,1200,2018-11-16T11:57:13Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:57:14Z,4,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T11:57:32Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:57:41Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T11:57:54Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:57:56Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T11:58:24Z,4,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T11:58:32Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T11:59:02Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T11:59:09Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T11:59:13Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:00:40Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:00:43Z,2,0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2018-11-16T12:00:49Z,2,0
ProductId_15,financial_services,ChannelId_3,6000.0,6000,2018-11-16T12:01:45Z,2,0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-16T12:03:25Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:04:41Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:04:53Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:04:57Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:05:24Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T12:05:57Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:06:18Z,2,0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-16T12:06:50Z,2,0
ProductId_19,tv,ChannelId_3,4500.0,4500,2018-11-16T12:08:38Z,2,0
ProductId_6,financial_services,ChannelId_2,-90.0,90,2018-11-16T12:08:55Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T12:09:58Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:10:17Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T12:10:33Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:10:37Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:11:18Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:11:21Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:11:34Z,4,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:12:43Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:13:02Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T12:13:39Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:18:15Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:18:30Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:18:34Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T12:18:56Z,2,0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-16T12:19:43Z,2,0
ProductId_14,financial_services,ChannelId_3,11100.0,11100,2018-11-16T12:21:53Z,2,0
ProductId_14,financial_services,ChannelId_3,10700.0,10700,2018-11-16T12:22:49Z,2,0
ProductId_14,financial_services,ChannelId_3,5325.0,5325,2018-11-16T12:23:26Z,2,0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:24:45Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T12:25:39Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:32:04Z,4,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:32:10Z,2,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:32:29Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:32:34Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:32:56Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:33:20Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:33:23Z,2,0
ProductId_3,airtime,ChannelId_3,3000.0,3000,2018-11-16T12:34:31Z,2,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:34:52Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:34:55Z,2,0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2018-11-16T12:35:01Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T12:35:59Z,2,0
ProductId_4,airtime,ChannelId_3,2000.0,2000,2018-11-16T12:37:09Z,4,0
ProductId_21,utility_bill,ChannelId_3,40000.0,43200,2018-11-16T12:37:32Z,2,0
ProductId_6,financial_services,ChannelId_2,-1005.0,1005,2018-11-16T12:37:45Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:37:51Z,2,0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-16T12:37:57Z,2,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:38:52Z,4,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:39:44Z,4,0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-16T12:40:33Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:40:36Z,2,0
ProductId_15,financial_services,ChannelId_3,190000.0,190000,2018-11-16T12:41:05Z,0,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:42:04Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:42:08Z,2,0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2018-11-16T12:43:49Z,2,0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-16T12:44:49Z,2,0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-16T12:45:02Z,2,0
ProductId_3,airtime,ChannelId_3,900.0,900,2018-11-16T12:47:09Z,2,0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:47:21Z,4,0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-16T12:48:08Z,2,0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2018-11-16T12:48:12Z,2,0
ProductId_3,airtime,ChannelId_3,2100.0,2100,2018-11-16T12:48:59Z,4,0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2018-11-16T12:49:17Z,4,0
